iter	Logloss
131	0.1402241203
132	0.1399305829
133	0.1396940622
134	0.1394633512
135	0.1391752065
136	0.1389021595
137	0.138681362
138	0.1382282707
139	0.138069295
140	0.137777909
141	0.1374345483
142	0.1371393618
143	0.1369395475
144	0.1367727149
145	0.1365750994
146	0.1363098334
147	0.1359710693
148	0.1357871867
149	0.1355468371
150	0.1353587275
151	0.1351733948
152	0.1350745349
153	0.1348493114
154	0.1345444199
155	0.1343827905
156	0.1341509801
157	0.1338208216
158	0.1336380668
159	0.1333857945
160	0.1331739153
161	0.13302237
162	0.1329384561
163	0.1328144713
164	0.1325844143
165	0.1322480291
166	0.1319450994
167	0.1317354854
168	0.1316068661
169	0.1313536176
170	0.1311348104
171	0.1309157283
172	0.1307497392
173	0.1305922704
174	0.1304319773
175	0.1302417068
176	0.1300991935
177	0.1298631941
178	0.1296983328
179	0.1295537818
180	0.1292247417
181	0.129124934
182	0.1288877878
183	0.1287264996
184	0.1284894102
185	0.1282963913
186	0.128137207
187	0.1279710947
188	0.127739436
189	0.1274706065
190	0.1273316757
191	0.1271658382
192	0.1270227657
193	0.1268620367
194	0.1266869207
195	0.1265816635
196	0.1264380982
197	0.1263148906
198	0.1262046672
199	0.126039787
200	0.125837281
201	0.1256418832
202	0.1254139397
203	0.125225015
204	0.1250140836
205	0.1248593917
206	0.1246808165
207	0.1245071506
208	0.1244981375
209	0.1243542973
210	0.1242070168
211	0.1240293325
212	0.1238737971
213	0.1236984916
214	0.1236011197
215	0.1235141351
216	0.1233582491
217	0.1231617045
218	0.122920881
219	0.1227987254
220	0.1226674524
221	0.1225033399
222	0.1224044136
223	0.1222296294
224	0.1221017684
225	0.121919677
226	0.1217443905
227	0.1217401066
228	0.121554338
229	0.12146796
230	0.121356258
231	0.1212007321
232	0.1210715063
233	0.1209202642
234	0.1207241745
235	0.1205656253
236	0.1205307386
237	0.1203654698
238	0.1201969407
239	0.1200449594
240	0.1199733189
241	0.1198601575
242	0.1197234065
243	0.1196328015
244	0.1194770007
245	0.1194055593
246	0.1193019985
247	0.1191567178
248	0.11906816
249	0.1188685352
250	0.1187221646
251	0.1186108891
252	0.118487492
253	0.1183609104
254	0.1181972622
255	0.1179828336
256	0.1178735389
257	0.1176841688
258	0.1174901832
259	0.1172877341
260	0.117180136
261	0.1170081192
262	0.1168600331
263	0.1167614765
264	0.116619873
265	0.1166131251
266	0.1164662426
267	0.1163618479
268	0.1162525817
269	0.1161796996
270	0.1160763569
271	0.1159404684
272	0.1157230543
273	0.1155530278
274	0.1154935659
275	0.1153419637
276	0.1152359293
277	0.1151031684
278	0.1150136438
279	0.1148605631
280	0.114742843
281	0.1146290276
282	0.1145562403
283	0.1145135536
284	0.1143648136
285	0.1142612907
286	0.1141437412
287	0.1140152831
288	0.1139253131
289	0.113824643
290	0.1137216509
291	0.1136211135
292	0.1134612658
293	0.1133925539
294	0.1132720852
295	0.1131428215
296	0.1130270632
297	0.1129177496
298	0.1127775204
299	0.1126317184
300	0.1124553135
301	0.112313331
302	0.1121564119
303	0.1121537108
304	0.1120021654
305	0.1118859712
306	0.1117180676
307	0.1116033613
308	0.1115165
309	0.1114275251
310	0.1113189034
311	0.111233331
312	0.1111036407
313	0.1110064204
314	0.1109126215
315	0.1108431514
316	0.1107058507
317	0.1105374544
318	0.1104183126
319	0.1103364269
320	0.110212736
321	0.1101271161
322	0.1099289035
323	0.1098307544
324	0.1097136503
325	0.1096416876
326	0.1095855997
327	0.1095368379
328	0.109385122
329	0.1093218027
330	0.1092662456
331	0.1091592256
332	0.1090226736
333	0.1089337272
334	0.1089076356
335	0.1087787604
336	0.1086616279
337	0.1085446755
338	0.1083558645
339	0.1082648994
340	0.1081890983
341	0.1081090323
342	0.1079944871
343	0.1078733172
344	0.1077365946
345	0.1076355644
346	0.107524886
347	0.1073994607
348	0.1072579331
349	0.1071186895
350	0.1069639502
351	0.106805818
352	0.1066260865
353	0.1065137591
354	0.106431826
355	0.1063429649
356	0.106267505
357	0.106107771
358	0.1059102029
359	0.1058565697
360	0.1056728861
361	0.1055990563
362	0.1054532638
363	0.1053767708
364	0.1052055406
365	0.1051357483
366	0.1050745235
367	0.1049565949
368	0.1048722261
369	0.1048103759
370	0.1047086348
371	0.1045473371
372	0.1044198362
373	0.1043502144
374	0.1042992065
375	0.1041436995
376	0.1040657944
377	0.1039042313
378	0.1037687408
379	0.1037048529
380	0.1036045999
381	0.1035226952
382	0.1034627974
383	0.1033839066
384	0.1033036984
385	0.1032348633
386	0.1031294165
387	0.1030312106
388	0.102885636
389	0.1027385641
390	0.1026628767
391	0.102517378
392	0.1024410082
393	0.1023883227
394	0.1023004757
395	0.1022094158
396	0.1020316556
397	0.1019060313
398	0.1018180705
399	0.1017481928
400	0.1016427366
401	0.1015572305
402	0.1015192826
403	0.1014555368
404	0.1013494266
405	0.1012531541
406	0.1011836745
407	0.1011489773
408	0.1010438907
409	0.1009774344
410	0.1008854647
411	0.1008243632
412	0.1007805771
413	0.1006991843
414	0.1006407744
415	0.1005968366
416	0.100479941
417	0.1003726746
418	0.1002264082
419	0.1001904316
420	0.1001067357
421	0.1000539555
422	0.09993517384
423	0.09981698931
424	0.09963030134
425	0.09956439474
426	0.09950445898
427	0.09940918158
428	0.09931564805
429	0.09919026061
430	0.09908320267
431	0.09904465764
432	0.09896655349
433	0.09888003332
434	0.09884011405
435	0.09876937392
436	0.09866063847
437	0.09856467869
438	0.09851339589
439	0.09848817624
440	0.09844112041
441	0.09834505638
442	0.09825682077
443	0.09807604677
444	0.09796806004
445	0.09786722882
446	0.09777282336
447	0.09766055279
448	0.09759446612
449	0.0974970089
450	0.09740208217
451	0.0972771307
452	0.09717590142
453	0.09705631422
454	0.09695989005
455	0.09687479149
456	0.09680650604
457	0.09668992321
458	0.09660447399
459	0.09656374914
460	0.09648591983
461	0.09638692726
462	0.09634415526
463	0.09621409541
464	0.09609973979
465	0.09602551194
466	0.09593265131
467	0.09585527693
468	0.0957022815
469	0.09562758926
470	0.0955102577
471	0.09537697549
472	0.09530357219
473	0.09519108364
474	0.09510501838
475	0.09498659691
476	0.09488356691
477	0.09471766312
478	0.09458486427
479	0.09450240994
480	0.09440580569
481	0.09433275306
482	0.09418668569
483	0.09410135968
484	0.09402079138
485	0.09390208558
486	0.09381353722
487	0.09372691279
488	0.09366848395
489	0.09358987749
490	0.09349264773
491	0.0933527597
492	0.09327097828
493	0.09315732399
494	0.09306411269
495	0.0929449425
496	0.09290160185
497	0.09285386364
498	0.09272298872
499	0.09262115289
500	0.09247274458
501	0.09244492809
502	0.09232403299
503	0.09224695241
504	0.09222738136
505	0.09215828084
506	0.09207156164
507	0.09198160112
508	0.09190253974
509	0.09182711773
510	0.09172586003
511	0.09165012525
512	0.0915874031
513	0.0915594255
514	0.09151331742
515	0.09140231683
516	0.09133016456
517	0.09119288285
518	0.09114761826
519	0.09109063948
520	0.090957054
521	0.09085581525
522	0.09080937545
523	0.09074737359
524	0.09071755735
525	0.09064094117
526	0.09050905216
527	0.09036955271
528	0.09030932314
529	0.09023337038
530	0.09012573432
531	0.09004941194
532	0.08994198438
533	0.08984774951
534	0.08977471583
535	0.08971297933
536	0.08956882643
537	0.08944806401
538	0.0893169332
539	0.08921796905
540	0.08915311446
541	0.08904291947
542	0.08895433319
543	0.08888375419
544	0.08876699128
545	0.08863760433
546	0.08861029015
547	0.08851627326
548	0.08843325029
549	0.08832712114
550	0.08823689526
551	0.08813858506
552	0.08801750989
553	0.08791799605
554	0.08782618742
555	0.08773271075
556	0.08758416028
557	0.08752071783
558	0.0874568489
559	0.08740048616
560	0.08726687224
561	0.08718159362
562	0.08709568948
563	0.0870595233
564	0.08692602312
565	0.0868423841
566	0.08681986554
567	0.08674974145
568	0.08665163028
569	0.08661745439
570	0.08655947099
571	0.08643977953
572	0.08633753617
573	0.08624883616
574	0.08622542672
575	0.08614244165
576	0.08606385415
577	0.08597822486
578	0.08592414619
579	0.08581103212
580	0.08578868416
581	0.08575689659
582	0.08567404421
583	0.08553089592
584	0.08547118762
585	0.08539608784
586	0.08531839122
587	0.08519155372
588	0.08510680584
589	0.08500216466
590	0.08487937406
591	0.08485801176
592	0.08478425778
593	0.08471996236
594	0.08467611941
595	0.08459586386
596	0.08449189559
597	0.08440367894
598	0.08425715666
599	0.08418426514
600	0.08409405821
601	0.08402567798
602	0.08393391674
603	0.08391478165
604	0.08383347411
605	0.08375310483
606	0.08367296302
607	0.08362053344
608	0.08354590754
609	0.08347639001
610	0.08340303409
611	0.08334873744
612	0.08327947581
613	0.0831617462
614	0.08311473775
615	0.08309323329
616	0.0829902412
617	0.08291305637
618	0.08283829778
619	0.08274822354
620	0.08268493273
621	0.08261350075
622	0.0825174462
623	0.08247034298
624	0.0824194298
625	0.08235600631
626	0.08228733229
627	0.08221820334
628	0.08212620516
629	0.0820431348
630	0.08199813558
631	0.08193261757
632	0.08182767311
633	0.08180868018
634	0.08168966163
635	0.08159048898
636	0.08147273093
637	0.08145650544
638	0.08143215772
639	0.0814135818
640	0.08127989206
641	0.08120046106
642	0.08111784562
643	0.08100252329
644	0.08095568544
645	0.08089339926
646	0.08082097213
647	0.08072046315
648	0.08063327955
649	0.08058617633
650	0.08052226001
651	0.08041247255
652	0.08030768922
653	0.08019820504
654	0.0800977624
655	0.08000679727
656	0.07993992397
657	0.0798807464
658	0.07984996345
659	0.07975965227
660	0.07966247938
661	0.07963399946
662	0.07958285883
663	0.0794974949
664	0.07942384045
665	0.07931728482
666	0.07927430905
667	0.07925780397
668	0.07918071391
669	0.07908222838
670	0.07906726813
671	0.07896693449
672	0.07886731639
673	0.0787613768
674	0.07868693097
675	0.07861632827
676	0.0785264104
677	0.07841747592
678	0.07831184908
679	0.07828440696
680	0.07827012909
681	0.07820095749
682	0.07813869974
683	0.0780999699
684	0.07801592335
685	0.07793146453
686	0.0778318417
687	0.07777574433
688	0.07772155193
689	0.07763505545
690	0.07755669067
691	0.07748045359
692	0.07738385882
693	0.07732324067
694	0.07727366382
695	0.07719854509
696	0.07710008325
697	0.0770279215
698	0.07695002585
699	0.07690700744
700	0.07680464561
701	0.07671564232
702	0.07665791956
703	0.07661042302
704	0.07651110347
705	0.07643297563
706	0.07633415838
707	0.07629794956
708	0.07627167317
709	0.07618966902
710	0.0761170097
711	0.0760224526
712	0.07594011674
713	0.07586233483
714	0.07578951439
715	0.07569896627
716	0.07565491955
717	0.07558692316
718	0.07552820052
719	0.07543787986
720	0.07536016429
721	0.07525914352
722	0.07516822104
723	0.07510254191
724	0.07505169033
725	0.07497460028
726	0.07487296347
727	0.07477788984
728	0.07473729294
729	0.07465239341
730	0.07460155606
731	0.0745872924
732	0.07450597538
733	0.07441935095
734	0.07434706125
735	0.07430495742
736	0.07424851885
737	0.07419883302
738	0.07414577792
739	0.07409047192
740	0.07401611139
741	0.07397074255
742	0.0739033622
743	0.07382092209
744	0.07375298731
745	0.0736806834
746	0.07364704772
747	0.07360844583
748	0.07359741874
749	0.07351633392
750	0.07344787787
751	0.07335039696
752	0.07333668774
753	0.07324615384
754	0.07319039291
755	0.07310474467
756	0.07306705262
757	0.07303073006
758	0.07293797842
759	0.07287242724
760	0.07282392608
761	0.07273479011
762	0.07266906359
763	0.07262526802
764	0.07256992411
765	0.07248766407
766	0.07240853162
767	0.07234515551
768	0.0722522238
769	0.07219922557
770	0.07212271365
771	0.07206494823
772	0.07199404699
773	0.07190464091
774	0.07184031706
775	0.07179495296
776	0.0717085086
777	0.07165355801
778	0.07157054451
779	0.07151426706
780	0.07146112667
781	0.07137745922
782	0.07130116528
783	0.07126696095
784	0.07123378019
785	0.07116848963
786	0.07112412542
787	0.07105855053
788	0.07096866584
789	0.07090335633
790	0.07081841889
791	0.07074312483
792	0.07068108505
793	0.0706390523
794	0.07062607285
795	0.07055642738
796	0.07048907547
797	0.07040202929
798	0.07034198453
799	0.0702949287
800	0.07024788708
801	0.07023569427
802	0.07017306689
803	0.07014395198
804	0.07010505629
805	0.07004776001
806	0.06999116507
807	0.06990766348
808	0.06986252684
809	0.06977430071
810	0.06969993544
811	0.06964036456
812	0.06958476949
813	0.06953311707
814	0.06944605667
815	0.06937737791
816	0.06933996544
817	0.06927648509
818	0.06920498202
819	0.06912333802
820	0.06909551206
821	0.06904410605
822	0.06900377925
823	0.06891496078
824	0.06883731629
825	0.06881098303
826	0.0687300688
827	0.0686682944
828	0.06861449532
829	0.06855712796
830	0.06850756533
831	0.06844476261
832	0.06838784544
833	0.0683038368
834	0.06822597906
835	0.06816134245
836	0.06809420378
837	0.06804518137
838	0.06802336414
839	0.0679447719
840	0.06786908452
841	0.0678132999
842	0.06773067498
843	0.0676924048
844	0.067608254
845	0.06753928143
846	0.06749984078
847	0.06744179578
848	0.06739725622
849	0.06734449493
850	0.0672937097
851	0.06725474292
852	0.06719481664
853	0.06715735204
854	0.06709528858
855	0.06703713459
856	0.0670281736
857	0.06697340308
858	0.06689258836
859	0.06688122957
860	0.06682290498
861	0.06677635619
862	0.06664878419
863	0.06657004031
864	0.066491159
865	0.06643661594
866	0.06641271366
867	0.06633700732
868	0.06629113618
869	0.06624443575
870	0.06617093294
871	0.06607156126
872	0.06601971455
873	0.06599639987
874	0.0659704931
875	0.06593282474
876	0.06590636828
877	0.06585665401
878	0.06576040517
879	0.06568215886
880	0.0656622087
881	0.0656169536
882	0.06560808265
883	0.06557387832
884	0.06551869078
885	0.06545883558
886	0.06540506967
887	0.06535992356
888	0.06533864655
889	0.0653277948
890	0.06528356327
891	0.06523506686
892	0.06522477428
893	0.06515664995
894	0.06512040796
895	0.06506594071
896	0.06501788501
897	0.06497423634
898	0.06492156982
899	0.06486860951
900	0.06482377141
901	0.06474478585
902	0.06470183852
903	0.06463629681
904	0.06460179868
905	0.06455062961
906	0.06451731617
907	0.06445979717
908	0.06440921096
909	0.06433288385
910	0.06428172425
911	0.06423847364
912	0.06419198172
913	0.06414748008
914	0.06410083652
915	0.06405850997
916	0.06402511597
917	0.06396859684
918	0.06395847013
919	0.06391766471
920	0.06387599211
921	0.06383058062
922	0.06379494045
923	0.06374597964
924	0.06369130389
925	0.06364268427
926	0.06361645053
927	0.0635054689
928	0.06346499046
929	0.06341920462
930	0.06339525495
931	0.06337653213
932	0.06332953791
933	0.06331393793
934	0.06326920409
935	0.06323618918
936	0.06317361393
937	0.06314151361
938	0.06311237975
939	0.06306930447
940	0.06304574812
941	0.06300344526
942	0.06293552944
943	0.06288547871
944	0.0628707791
945	0.06284811837
946	0.06280903787
947	0.06274364779
948	0.06267514436
949	0.06266562894
950	0.06261485319
951	0.0625581303
952	0.06254094284
953	0.06249403865
954	0.06245885813
955	0.06243733471
956	0.06239485652
957	0.06237673552
958	0.06230011934
959	0.06225794443
960	0.06215276303
961	0.0620997269
962	0.06207427979
963	0.0620574193
964	0.06199323287
965	0.06195983887
966	0.06191017672
967	0.06189246326
968	0.06185501762
969	0.06183325726
970	0.0617819792
971	0.06174239638
972	0.06171007334
973	0.06169360143
974	0.06167558469
975	0.06164510976
976	0.06162280918
977	0.06156074097
978	0.06151983605
979	0.06150345891
980	0.06146527403
981	0.06142389523
982	0.0613883214
983	0.06135927757
984	0.06133462657
985	0.06130060705
986	0.06128342433
987	0.06127653892
988	0.06123487105
989	0.0611971174
990	0.06115013739
991	0.06110451266
992	0.06109798266
993	0.06105296923
994	0.061031787
995	0.06100131681
996	0.06098772132
997	0.06095085381
998	0.06088090032
999	0.06084000487

999	0.06305874179
