iter	MultiClass
342	0.0562990624
343	0.05612517595
344	0.05596719901
345	0.05577587591
346	0.05566949418
347	0.05532453577
348	0.0551306338
349	0.05487071171
350	0.05476576427
351	0.05457875103
352	0.05447134402
353	0.05441936994
354	0.05418736893
355	0.05403389746
356	0.05395602375
357	0.05372029125
358	0.0535225765
359	0.05317707619
360	0.05301921409
361	0.05279783832
362	0.05255346527
363	0.05239007013
364	0.05225514269
365	0.05197773778
366	0.0518529644
367	0.05176368638
368	0.05167199188
369	0.0514993519
370	0.05124869591
371	0.05114607463
372	0.05098951726
373	0.050848498
374	0.05057477834
375	0.05039060217
376	0.05024079983
377	0.05005914291
378	0.04983458472
379	0.04958342408
380	0.04948925887
381	0.04930567957
382	0.04919969857
383	0.04900459495
384	0.04885422683
385	0.04875395802
386	0.04855666496
387	0.04847790829
388	0.04824947693
389	0.04793921124
390	0.0477667571
391	0.04769198691
392	0.04761791386
393	0.04742571631
394	0.04727895278
395	0.0472064437
396	0.04711673085
397	0.04696236578
398	0.04681111928
399	0.04647677628
400	0.04634494211
401	0.04621549418
402	0.04612501559
403	0.04603893209
404	0.04595548461
405	0.04585947346
406	0.04578142292
407	0.04551575418
408	0.04541563923
409	0.04531797356
410	0.0451659371
411	0.0450125338
412	0.0448915409
413	0.04440690064
414	0.04424901352
415	0.04410281521
416	0.0440068038
417	0.04379540794
418	0.0437458541
419	0.04351421769
420	0.0433091221
421	0.04316949495
422	0.04306108709
423	0.04298614049
424	0.04295393079
425	0.04287192054
426	0.04274827184
427	0.04255073945
428	0.04246481447
429	0.04230436555
430	0.04222560269
431	0.04215126418
432	0.04206552369
433	0.04197023877
434	0.04191227812
435	0.0418439772
436	0.04177248741
437	0.0416600413
438	0.04153362159
439	0.04147987375
440	0.04138137085
441	0.04129173535
442	0.04119959539
443	0.04096327483
444	0.04083252938
445	0.04065766126
446	0.04043038567
447	0.04031640735
448	0.04016515513
449	0.0401081354
450	0.03997932703
451	0.03994301238
452	0.03979460018
453	0.03967220018
454	0.0395606707
455	0.0394520146
456	0.03935699858
457	0.03924536039
458	0.03914126456
459	0.03910548921
460	0.03903920551
461	0.03891392056
462	0.03871076749
463	0.03857115272
464	0.03852483845
465	0.03847241255
466	0.0383003026
467	0.03824084869
468	0.03818822261
469	0.03798459702
470	0.03775759832
471	0.03761199139
472	0.0372876855
473	0.03722554721
474	0.03714290342
475	0.03700566622
476	0.03692906092
477	0.03681827165
478	0.03666812435
479	0.03658974021
480	0.03645997748
481	0.03636556919
482	0.03631457537
483	0.0362642624
484	0.03613272632
485	0.03609383057
486	0.03597889526
487	0.0358098552
488	0.03572032819
489	0.03562319494
490	0.03555284705
491	0.0354442587
492	0.03539058218
493	0.03533795253
494	0.03526401375
495	0.03521063866
496	0.03512204324
497	0.03502282901
498	0.03497567542
499	0.03488917628
500	0.03477527203
501	0.03461941396
502	0.03456482818
503	0.0345463309
504	0.03432522995
505	0.03422084006
506	0.03411099336
507	0.03406235858
508	0.03398603417
509	0.03380229949
510	0.03372082103
511	0.03364756305
512	0.03352519647
513	0.03329419599
514	0.0332119997
515	0.03306601405
516	0.033019335
517	0.03296649441
518	0.03291097135
519	0.03286025317
520	0.03279366527
521	0.03275008898
522	0.03268337257
523	0.03260188665
524	0.03252178512
525	0.03247119041
526	0.032385958
527	0.03233618514
528	0.03230414657
529	0.03222775423
530	0.03218675164
531	0.03216700865
532	0.03212420453
533	0.03209776267
534	0.03203412703
535	0.0319807638
536	0.0319002097
537	0.03178620847
538	0.03171811575
539	0.03165539224
540	0.03160942448
541	0.03156691456
542	0.03152593077
543	0.03148343488
544	0.03139634014
545	0.03130253109
546	0.03123731879
547	0.03116657923
548	0.03110775729
549	0.03090507589
550	0.03084606897
551	0.03079386592
552	0.03075699237
553	0.03068965926
554	0.03063309795
555	0.03056135277
556	0.03050853879
557	0.03043020352
558	0.03037219862
559	0.03032962848
560	0.03028586388
561	0.03023639877
562	0.03018857336
563	0.03016225271
564	0.0300807833
565	0.02994562098
566	0.02985413136
567	0.02979071975
568	0.02972581874
569	0.02970087595
570	0.02966283692
571	0.02961035784
572	0.02952772185
573	0.02947845937
574	0.02941391356
575	0.02931182037
576	0.02924901945
577	0.02919185689
578	0.02917758647
579	0.02907931703
580	0.02904401395
581	0.02897958792
582	0.02895104248
583	0.02884940097
584	0.02882094125
585	0.02876843032
586	0.02872466911
587	0.02866569832
588	0.02862987092
589	0.02854511832
590	0.02850585265
591	0.02846797719
592	0.02841517555
593	0.02836798258
594	0.02835083067
595	0.02833280867
596	0.02828380629
597	0.02825066581
598	0.02818629489
599	0.02815738343
600	0.02808515488
601	0.02804162308
602	0.02798754326
603	0.02790561121
604	0.02785873486
605	0.02781005256
606	0.02769615522
607	0.02751381503
608	0.02747695176
609	0.0274441342
610	0.02738565701
611	0.02729230264
612	0.02722992984
613	0.02718702694
614	0.02709242059
615	0.02699083693
616	0.02692828843
617	0.02688708752
618	0.02683855381
619	0.0267926144
620	0.02672471707
621	0.02668267553
622	0.02661554961
623	0.02659758383
624	0.02656863387
625	0.02649476219
626	0.02643827099
627	0.02641900713
628	0.02635560261
629	0.02632882908
630	0.02626174373
631	0.02619043049
632	0.02609925731
633	0.02607445729
634	0.02603845308
635	0.02598351967
636	0.02594259499
637	0.0259122154
638	0.02580045675
639	0.025787692
640	0.02574277856
641	0.02571929009
642	0.02569153674
643	0.02567400064
644	0.02563864575
645	0.02556296523
646	0.02551488995
647	0.02549718353
648	0.02545393816
649	0.02539223166
650	0.02533154109
651	0.02530910676
652	0.02525715217
653	0.02522839749
654	0.02517601846
655	0.0251539043
656	0.0250925047
657	0.02502981637
658	0.02501215052
659	0.02496752745
660	0.02491830603
661	0.02488833602
662	0.02486743412
663	0.02481905111
664	0.02478177833
665	0.02468792683
666	0.0246150736
667	0.02453692194
668	0.0244745141
669	0.02441519149
670	0.02437626825
671	0.0243258557
672	0.02426483731
673	0.02423591007
674	0.02418230758
675	0.02413027851
676	0.02400387259
677	0.02399023261
678	0.02395510882
679	0.02391601041
680	0.02388020279
681	0.02382144143
682	0.02377956312
683	0.02374795888
684	0.02371325254
685	0.0236601862
686	0.02362568249
687	0.02359582773
688	0.02356954869
689	0.02352978968
690	0.02350726986
691	0.02345730198
692	0.02341947483
693	0.02339526543
694	0.02337629192
695	0.02331672317
696	0.02329909783
697	0.02326165595
698	0.02320808396
699	0.02318035837
700	0.02313455979
701	0.02306079569
702	0.02303631822
703	0.02300368184
704	0.02297692907
705	0.02295050987
706	0.02291591615
707	0.02288566272
708	0.0228325857
709	0.02280558253
710	0.02273968584
711	0.02270519302
712	0.0226719277
713	0.0226034181
714	0.02258422148
715	0.02253089169
716	0.02246959696
717	0.02242792771
718	0.02241033801
719	0.02236269831
720	0.02234564223
721	0.02230711391
722	0.0222684832
723	0.02222531842
724	0.02216304703
725	0.02214422498
726	0.02209686124
727	0.02202402993
728	0.0219978157
729	0.02193852719
730	0.02189306514
731	0.02184724663
732	0.02181018697
733	0.02178737724
734	0.02175912856
735	0.02172882421
736	0.02170443657
737	0.02164925231
738	0.02154986593
739	0.02153820024
740	0.02150239587
741	0.02145816278
742	0.02143779509
743	0.02140322993
744	0.02137882427
745	0.02136836105
746	0.02132644416
747	0.02130940496
748	0.02128046553
749	0.02126768733
750	0.02123266311
751	0.02117626973
752	0.02112902955
753	0.02111446498
754	0.021094411
755	0.02107936822
756	0.0210303498
757	0.02099909732
758	0.02097679266
759	0.0209605562
760	0.02089731661
761	0.02087714776
762	0.02082513977
763	0.02080731854
764	0.02075620637
765	0.02073004327
766	0.02065389845
767	0.02061644922
768	0.02058853284
769	0.02057810568
770	0.02053478887
771	0.02050418004
772	0.02049119993
773	0.02046265532
774	0.0204376675
775	0.0203875723
776	0.02036587878
777	0.02034317832
778	0.02031895106
779	0.0202960792
780	0.02025861998
781	0.02022017079
782	0.02019020519
783	0.02003195755
784	0.02001097847
785	0.01995955197
786	0.01994382033
787	0.01991961841
788	0.01990349395
789	0.01988503411
790	0.01986671489
791	0.01985030347
792	0.019822496
793	0.0197529802
794	0.0197207457
795	0.01967006654
796	0.01964067773
797	0.01961306292
798	0.01959062605
799	0.01958255496
800	0.01956022119
801	0.01953494136
802	0.01950133197
803	0.01947766666
804	0.01945643944
805	0.01942514659
806	0.01941547049
807	0.0193295404
808	0.01931122179
809	0.01926463678
810	0.01924719195
811	0.01922152346
812	0.01917766845
813	0.01913876322
814	0.01911630032
815	0.01907835982
816	0.01905827866
817	0.01903132321
818	0.01899605916
819	0.01897473381
820	0.01896564403
821	0.01894689783
822	0.01893223116
823	0.01892656012
824	0.0188958137
825	0.01885925806
826	0.01883798212
827	0.0188214783
828	0.01879289235
829	0.01876699125
830	0.01870927866
831	0.01868673074
832	0.01859719512
833	0.01856238147
834	0.01852473693
835	0.0185056818
836	0.01847643522
837	0.01844492559
838	0.01841806896
839	0.01839280407
840	0.01836854516
841	0.01834065012
842	0.01830641531
843	0.01827882515
844	0.01826334602
845	0.01823783452
846	0.0181935353
847	0.01817208538
848	0.01816023626
849	0.01812853943
850	0.01812122302
851	0.01807153691
852	0.01805616146
853	0.0180184818
854	0.01798633824
855	0.01796038759
856	0.01791533414
857	0.01789167118
858	0.01785843762
859	0.01784781673
860	0.01782737978
861	0.01778710675
862	0.01777997548
863	0.01775591561
864	0.01773022114
865	0.01771913389
866	0.01770189733
867	0.01769446243
868	0.01764652445
869	0.01762128829
870	0.01755769281
871	0.01754581818
872	0.01752216327
873	0.01749994591
874	0.01748557232
875	0.01746234613
876	0.01743232925
877	0.01741412257
878	0.01739229007
879	0.01737919703
880	0.01735965998
881	0.0173444327
882	0.01731866825
883	0.01729787377
884	0.01728336279
885	0.0172462144
886	0.01723581915
887	0.01718439035
888	0.01716251372
889	0.01712606279
890	0.01710515479
891	0.0170767044
892	0.01705919722
893	0.01702842729
894	0.01700721643
895	0.01699003214
896	0.01697566922
897	0.01696301345
898	0.01694637708
899	0.01689294522
900	0.01686423191
901	0.01685670629
902	0.0168390529
903	0.01682589021
904	0.01681729951
905	0.01672734168
906	0.01671863306
907	0.0166840478
908	0.01666798135
909	0.01665369442
910	0.01663961876
911	0.01662565128
912	0.01660668042
913	0.01657624033
914	0.0165394967
915	0.01652510833
916	0.01650010518
917	0.01648392954
918	0.01646825943
919	0.01645536339
920	0.01643990671
921	0.0164177266
922	0.01640868019
923	0.01635231838
924	0.01631088673
925	0.01629395498
926	0.0162829874
927	0.01627067344
928	0.0162300739
929	0.01621906787
930	0.01619622852
931	0.01618188132
932	0.01614837446
933	0.01613944805
934	0.01611370086
935	0.01606830035
936	0.01603802348
937	0.01602215918
938	0.01601801066
939	0.01599422763
940	0.01597797995
941	0.01595610256
942	0.01594624447
943	0.01592387068
944	0.01588780879
945	0.01586176383
946	0.0158449432
947	0.01582080792
948	0.01578832452
949	0.01576826285
950	0.01575771658
951	0.01574555787
952	0.01573491044
953	0.0157261549
954	0.01570645922
955	0.01568659638
956	0.01567287362
957	0.01565531807
958	0.01563900597
959	0.01560798933
960	0.01559927557
961	0.01558694304
962	0.01552789477
963	0.01551484368
964	0.01549142739
965	0.01548277286
966	0.0154635214
967	0.01545876911
968	0.01543437738
969	0.01541164332
970	0.01539553706
971	0.01537082892
972	0.0153512675
973	0.01533981049
974	0.01532952438
975	0.01529397482
976	0.01528173596
977	0.0152646653
978	0.01525296246
979	0.01521386337
980	0.01519514737
981	0.01517668866
982	0.01516456134
983	0.01514970206
984	0.01512412337
985	0.01510214983
986	0.01509177798
987	0.01508215849
988	0.01507142005
989	0.01503779779
990	0.01501647457
991	0.01499434937
992	0.01496945584
993	0.01495939408
994	0.01494541865
995	0.01493394408
996	0.01491836726
997	0.01491092341
998	0.01489979897
999	0.01488063528
01430049878
